,star,Name,Ticker,Price $,Market Return YTD %,Market Return 1Y %,Market Return 3Y %,"Premium 
		Fair Value Uncertainty Rating","Premium 
		Fair Value $","Premium 
		Morningstar Rating for Stocks"
0,3,10X Capital Venture Acquisition Corp Ordinary Shares - Class A,VCVC,11.20,—,—,—,Extreme,15.58,
1,3,10x Genomics Inc Ordinary Shares - Class A,TXG,168.77,19.19,203.82,—,High,146.72,
2,3,12 Retech Corp,RETC,< 0.01,40.00,16.67,−95.58,Extreme,< 0.01,
3,3,1399 Internet Technology Application Group Inc,YSGG,2.28,310.81,168.24,96.61,Extreme,1.64,
4,3,141 Capital Inc,ONCP,< 0.01,800.00,800.00,108.01,Extreme,< 0.01,
5,3,180 Degree Capital Corp,TURN,7.48,12.31,60.86,8.54,High,7.82,
6,3,180 Life Sciences Corp Ordinary Shares,ATNF,6.29,130.40,—,—,Extreme,8.80,
7,3,1847 Goedeker Inc Ordinary Shares,GOED,10.20,21.14,—,—,Very High,8.52,
8,3,1847 Holdings LLC,EFSH,1.80,11.11,−10.00,—,Extreme,2.61,
9,3,1867 Western Financial Corp,WFCL,"7,900.00",17.04,13.48,6.90,Very High,"8,449.22",
10,3,1895 Bancorp of Wisconsin Inc Ordinary Shares,BCOW,14.80,48.59,76.19,—,Very High,14.56,
11,3,1PM Industries Inc,OPMZ,< 0.01,133.33,"69,900.00",91.29,Extreme,< 0.01,
12,3,1st Cap Bancorp,FISB,13.10,11.02,29.06,−1.93,Very High,13.67,
13,3,1st Colonial Bancorp Inc,FCOB,9.75,25.65,36.50,−1.97,Very High,9.80,
14,3,1st Constitution Bancorp,FCCY,18.77,18.84,64.77,−0.56,Very High,19.29,
15,3,1st NRG Corp,FNRC,< 0.01,100.00,300.00,25.99,Extreme,< 0.01,
16,3,1st Source Corp,SRCE,46.93,17.17,60.84,−1.88,High,48.80,
17,3,1st Summit Bancorp Johnstown Inc,FSMK,132.50,61.59,6.85,5.76,Very High,134.12,
18,3,20/20 Global Inc,TWGL,7.13,791.25,"7,030.00",422.44,Extreme,10.14,
19,3,22nd Century Group Inc,XXII,2.82,28.18,319.27,4.38,Very High,3.18,
20,3,26 Capital Acquisition Corp Ordinary Shares - Class A,ADER,9.77,—,—,—,—,13.61,
21,3,30DC Inc,TDCH,0.02,192.81,263.83,76.69,Extreme,0.02,
22,3,3AM Technologies Inc Ordinary Shares,TTEZ,—,—,—,—,Extreme,—,
23,3,3D MakerJet Inc,MRJT,0.05,861.54,"2,677.78",92.59,Extreme,0.06,
24,3,3D Pioneer Systems Inc,DPSM,0.07,143.33,812.50,186.63,Extreme,0.08,
25,3,3D Systems Corp,DDD,29.88,185.11,435.48,34.07,Very High,24.78,
26,3,3Dshopping.com Inc,THDS,0.08,92.19,"1,898.75",74.68,Extreme,0.07,
27,3,3DX Industries Inc,DDDX,0.15,49.00,"1,390.00",20.57,Extreme,0.16,
28,3,3M Co,MMM,186.85,7.75,47.23,−4.90,Medium,193.00,
29,3,3Power Energy Group Inc,PSPW,0.07,28.25,47.98,−12.73,Extreme,0.11,
30,3,420 Property Management Inc,FTPM,< 0.01,120.00,450.00,40.10,Extreme,< 0.01,
31,3,4Cable TV International Inc,CATV,0.03,"3,063.64","34,700.00",603.38,Extreme,0.04,
32,3,4D Molecular Therapeutics Inc Ordinary Shares,FDMT,48.71,17.52,—,—,Extreme,68.73,
33,3,5:01 Acquisition Corp Ordinary Shares - Class A,FVAM,10.23,0.59,—,—,Extreme,12.86,
34,3,6D Global Technologies Inc,SIXD,0.13,−14.07,"12,790.00",127.14,Extreme,0.18,
35,3,727 Communications Inc,SVNJ,0.02,390.24,"38,553.85",628.44,Extreme,0.02,
36,3,7GC & Co Holdings Inc Class A,VII,9.86,—,—,—,Extreme,13.88,
37,3,8000 Inc,EIGH,< 0.01,"9,900.00",900.00,364.16,Extreme,< 0.01,
38,3,808 Renewable Energy Corp,RNWR,0.77,"2,466.33","2,383.55",503.65,Extreme,1.20,
39,3,890 5th Avenue Partners Inc Ordinary Shares - Class A,ENFA,9.95,—,—,—,—,13.83,
40,3,89bio Inc Ordinary Shares,ETNB,24.00,−1.52,46.34,—,Extreme,34.60,
41,3,8x8 Inc,EGHT,33.55,−2.67,185.29,19.52,Very High,28.91,
42,3,9 Meters Biopharma Inc,NMTR,1.72,100.23,324.69,−52.35,Extreme,2.15,
43,3,908 Devices Inc Ordinary Shares,MASS,53.94,−5.29,—,—,Very High,50.51,
44,3,A H Belo Corp A,AHC,2.62,76.16,63.01,−12.42,Extreme,2.79,
45,3,A.M. Castle & Co,CTAM,3.78,24.34,−62.20,−54.45,Extreme,5.81,
46,3,A1 Group Inc,AWON,0.02,123.60,650.00,146.62,Very High,0.01,
